"date","area","covid_cases_per_100k","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_19_community_level"
2022-06-16,"Lenawee County","123.92","5","5.5","Low"
2022-06-16,"Luce County","80.27","4","11.9","Medium"
2022-06-16,"Mecosta County","75.94","3.7","9","Low"
2022-06-16,"Midland County","108.23","2.7","6.2","Low"
2022-06-16,"Muskegon County","127.91","4.5","8.3","Low"
2022-06-16,"Oakland County","194.1","3.8","9.3","Low"
2022-06-16,"Oceana County","143.58","4.5","8.3","Low"
2022-06-16,"Ontonagon County","52.45","2","6.5","Low"
2022-06-16,"Roscommon County","112.41","3.2","14.4","Medium"
2022-06-16,"Schoolcraft County","74.13","4","11.9","Medium"
2022-06-16,"Washtenaw County","275.03","3.8","9.3","Medium"
2022-06-16,"Baraga County","219.27","2.4","6.5","Medium"
2022-06-16,"Bay County","128","4.7","9.9","Low"
2022-06-16,"Branch County","85.02","5","5.5","Low"
2022-06-16,"Chippewa County","88.36","4.2","11.3","Medium"
2022-06-16,"Dickinson County","154.52","3.9","18.3","Medium"
2022-06-16,"Eaton County","146.91","5.2","8.4","Low"
2022-06-16,"Emmet County","95.77","4.2","11.3","Medium"
2022-06-16,"Gogebic County","221.82","2","6.5","Medium"
2022-06-16,"Grand Traverse County","140.73","5.3","20.1","High"
2022-06-16,"Gratiot County","174.4","3.7","9","Low"
2022-06-16,"Hillsdale County","146.91","5","5.5","Low"
2022-06-16,"Ingham County","143.64","5.2","8.4","Low"
2022-06-16,"Kalamazoo County","172.79","5.3","10.4","Medium"
2022-06-16,"Mackinac County","111.12","4.2","11.3","Medium"
2022-06-16,"Marquette County","149.93","4","11.9","Medium"
2022-06-16,"Menominee County","118.53","3.9","18.3","Medium"
2022-06-16,"Missaukee County","92.6","5.1","3.6","Low"
2022-06-16,"Montmorency County","117.92","15.6","13.2","High"
2022-06-16,"Ogemaw County","80.96","4.7","9.9","Low"
2022-06-16,"Presque Isle County","31.77","15.6","13.2","High"
2022-06-16,"Sanilac County","80.16","1.9","7.5","Low"
2022-06-16,"Shiawassee County","114.5","5.2","8.4","Low"
2022-06-16,"Wexford County","130.83","5.1","3.6","Low"
2022-06-16,"Alcona County","86.5","15.6","13.2","High"
2022-06-16,"Barry County","108.85","3.3","3.6","Low"
2022-06-16,"Cheboygan County","94.95","4.2","11.3","Medium"
2022-06-16,"Clinton County","179.66","5.2","8.4","Low"
2022-06-16,"Delta County","220.77","4","11.9","High"
2022-06-16,"Genesee County","132.08","4.1","6.5","Low"
2022-06-16,"Gladwin County","82.52","2.7","6.2","Low"
2022-06-16,"Kent County","147.65","3.7","9","Low"
2022-06-16,"Lapeer County","115.29","4.1","6.5","Low"
2022-06-16,"Leelanau County","170.03","5.3","20.1","High"
2022-06-16,"Livingston County","111.46","3.8","9.3","Low"
2022-06-16,"Macomb County","166.37","3.8","9.3","Low"
2022-06-16,"Newaygo County","130.67","4.5","8.3","Low"
2022-06-16,"Osceola County","170.5","5.1","3.6","Low"
2022-06-16,"Oscoda County","84.94","4.7","9.9","Low"
2022-06-16,"Otsego County","133.78","3.2","14.4","Medium"
2022-06-16,"Ottawa County","130.56","2.6","4.4","Low"
2022-06-16,"Saginaw County","161.12","5.4","4","Low"
2022-06-16,"Van Buren County","141.39","4.6","5.7","Low"
2022-06-16,"Alger County","98.81","4","11.9","Medium"
2022-06-16,"Alpena County","28.16","15.6","13.2","High"
2022-06-16,"Antrim County","175.78","5.3","20.1","High"
2022-06-16,"Arenac County","147.82","4.7","9.9","Low"
2022-06-16,"Calhoun County","120.75","3.3","3.6","Low"
2022-06-16,"Cass County","158.34","4.6","5.7","Low"
2022-06-16,"Clare County","116.32","2.7","6.2","Low"
2022-06-16,"Crawford County","106.92","3.2","14.4","Medium"
2022-06-16,"Iosco County","87.56","4.7","9.9","Low"
2022-06-16,"Iron County","234.95","3.9","18.3","High"
2022-06-16,"Jackson County","156.46","5","5.5","Low"
2022-06-16,"Keweenaw County","283.55","2.4","6.5","Medium"
2022-06-16,"Manistee County","97.73","5.3","20.1","High"
2022-06-16,"Mason County","120.09","4.5","8.3","Low"
2022-06-16,"Monroe County","157.48","4.6","13.3","Medium"
2022-06-16,"Montcalm County","92.35","3.7","9","Low"
2022-06-16,"St. Clair County","126.31","1.9","7.5","Low"
2022-06-16,"St. Joseph County","98.42","5.3","10.4","Medium"
2022-06-16,"Tuscola County","101.45","5.4","4","Low"
2022-06-16,"Wayne County","165.95","3.8","9.3","Low"
2022-06-09,"Alger County","208.61","3","7.1","Medium"
2022-06-09,"Alpena County","59.85","12.5","16.5","Medium"
2022-06-09,"Antrim County","141.49","4.3","10.1","Medium"
2022-06-09,"Arenac County","201.57","4.7","8.7","Medium"
2022-06-09,"Calhoun County","143.11","3.8","3.6","Low"
2022-06-09,"Cass County","84.96","4","6.1","Low"
2022-06-09,"Clare County","155.09","4.5","11.9","Medium"
2022-06-09,"Crawford County","92.67","2.6","11.2","Medium"
2022-06-09,"Iosco County","139.29","4.7","8.7","Low"
2022-06-09,"Iron County","153.62","3.2","3.9","Low"
2022-06-09,"Jackson County","167.81","4.7","5.2","Low"
2022-06-09,"Keweenaw County","189.04","1.7","8.7","Low"
2022-06-09,"Manistee County","97.73","4.3","10.1","Medium"
2022-06-09,"Mason County","137.25","4.4","5","Low"
2022-06-09,"Monroe County","186.05","4.7","14.4","Medium"
2022-06-09,"Montcalm County","106.44","4.4","9.3","Low"
2022-06-09,"St. Clair County","162.13","1.2","3.5","Low"
2022-06-09,"St. Joseph County","75.45","5.3","7.7","Low"
2022-06-09,"Tuscola County","149.3","6.1","11","Medium"
2022-06-09,"Wayne County","207.56","4.1","10","High"
2022-06-09,"Baraga County","158.36","1.7","8.7","Low"
2022-06-09,"Bay County","128","4.7","8.7","Low"
2022-06-09,"Branch County","110.3","4.7","5.2","Low"
2022-06-09,"Chippewa County","141.9","4.2","11.3","Medium"
2022-06-09,"Dickinson County","186.22","3.2","3.9","Low"
2022-06-09,"Eaton County","234.88","5","5.8","Medium"
2022-06-09,"Emmet County","101.75","4.2","11.3","Medium"
2022-06-09,"Gogebic County","157.42","2","8.7","Low"
2022-06-09,"Grand Traverse County","158.99","4.3","10.1","Medium"
2022-06-09,"Gratiot County","171.94","4.4","9.3","Low"
2022-06-09,"Hillsdale County","107.44","4.7","5.2","Low"
2022-06-09,"Ingham County","176.47","5","5.8","Low"
2022-06-09,"Kalamazoo County","179.2","5.3","7.7","Low"
2022-06-09,"Mackinac County","287.06","4.2","11.3","High"
2022-06-09,"Marquette County","203.9","3","7.1","Medium"
2022-06-09,"Menominee County","184.37","3.2","3.9","Low"
2022-06-09,"Missaukee County","105.83","9.4","11.9","Medium"
2022-06-09,"Montmorency County","64.32","12.5","16.5","Medium"
2022-06-09,"Ogemaw County","114.3","4.7","8.7","Low"
2022-06-09,"Presque Isle County","135.01","12.5","16.5","Medium"
2022-06-09,"Sanilac County","97.16","1.2","3.5","Low"
2022-06-09,"Shiawassee County","123.31","5","5.8","Low"
2022-06-09,"Wexford County","166.51","9.4","11.9","Medium"
2022-06-09,"Alcona County","19.22","12.5","16.5","Medium"
2022-06-09,"Barry County","95.86","3.8","3.6","Low"
2022-06-09,"Cheboygan County","122.65","4.2","11.3","Medium"
2022-06-09,"Clinton County","163.33","5","5.8","Low"
2022-06-09,"Delta County","176.06","3","7.1","Low"
2022-06-09,"Genesee County","186.05","4.6","9.3","Low"
2022-06-09,"Gladwin County","161.11","4.5","11.9","Medium"
2022-06-09,"Kent County","164.09","4.4","9.3","Low"
2022-06-09,"Lapeer County","134.69","4.6","9.3","Low"
2022-06-09,"Leelanau County","147.05","4.3","10.1","Medium"
2022-06-09,"Livingston County","153.65","4.1","10","Medium"
2022-06-09,"Macomb County","195.77","4.1","10","Medium"
2022-06-09,"Newaygo County","112.29","4.4","5","Low"
2022-06-09,"Osceola County","157.72","9.4","11.9","Medium"
2022-06-09,"Oscoda County","84.94","4.7","8.7","Low"
2022-06-09,"Otsego County","149.99","2.6","11.2","Medium"
2022-06-09,"Ottawa County","142.89","1.9","2.7","Low"
2022-06-09,"Saginaw County","213.08","6.1","11","High"
2022-06-09,"Van Buren County","128.18","4","6.1","Low"
2022-06-09,"Allegan County","121.95","1.9","2.7","Low"
2022-06-09,"Benzie County","123.83","4.3","10.1","Medium"
2022-06-09,"Berrien County","143.41","4","6.1","Low"
2022-06-09,"Charlevoix County","114.75","4.2","11.3","Medium"
2022-06-09,"Houghton County","128.91","1.7","8.7","Low"
2022-06-09,"Huron County","158.16","6.1","11","Medium"
2022-06-09,"Ionia County","128.29","4.4","9.3","Low"
2022-06-09,"Isabella County","91.6","4.5","11.9","Medium"
2022-06-09,"Kalkaska County","182.95","4.3","10.1","Medium"
2022-06-09,"Lake County","126.55","9.4","11.9","Medium"
2022-06-09,"Lenawee County","131.03","4.7","5.2","Low"
2022-06-09,"Luce County","240.81","3","7.1","Medium"
2022-06-09,"Mecosta County","115.07","4.4","9.3","Low"
2022-06-09,"Midland County","147.91","4.5","11.9","Medium"
2022-06-09,"Muskegon County","138.28","4.4","5","Low"
2022-06-09,"Oakland County","233.3","4.1","10","High"
2022-06-09,"Oceana County","222.92","4.4","5","Medium"
2022-06-09,"Ontonagon County","174.83","2","8.7","Low"
2022-06-09,"Roscommon County","120.74","2.6","11.2","Medium"
2022-06-09,"Schoolcraft County","296.52","3","7.1","Medium"
2022-06-09,"Washtenaw County","313.66","4.1","10","High"
2022-06-02,"Alcona County","28.83","11.5","6.6","Medium"
2022-06-02,"Barry County","92.61","4.3","4.1","Low"
2022-06-02,"Cheboygan County","138.47","5.4","8.3","Low"
2022-06-02,"Clinton County","306.55","5.8","6.9","Medium"
2022-06-02,"Delta County","204","3.2","11.1","High"
2022-06-02,"Genesee County","189.74","3.9","8.5","Low"
2022-06-02,"Gladwin County","125.74","4.6","11","Medium"
2022-06-02,"Kent County","164.55","4.9","12.1","Medium"
2022-06-02,"Lapeer County","114.15","3.9","8.5","Low"
2022-06-02,"Leelanau County","137.86","4.3","12.6","Medium"
2022-06-02,"Livingston County","175.53","4.7","12.3","Medium"
2022-06-02,"Macomb County","215.22","4.7","12.3","High"
2022-06-02,"Newaygo County","147","5","11.5","Medium"
2022-06-02,"Osceola County","183.29","2.9","7.1","Low"
2022-06-02,"Oscoda County","72.81","3.9","11","Medium"
2022-06-02,"Otsego County","186.48","0.4","3.2","Low"
2022-06-02,"Ottawa County","136.72","2.8","2.2","Low"
2022-06-02,"Saginaw County","194.19","5","7.3","Low"
2022-06-02,"Van Buren County","128.18","3.3","5.3","Low"
2022-03-10,"Alcona County","96.11","18.6","13.2","High"
2022-03-10,"Alger County","98.81","3.3","7.9","Low"
2022-03-10,"Allegan County","61.82","5.5","1.7","Low"
2022-03-10,"Alpena County","95.05","18.6","13.2","High"
2022-03-10,"Antrim County","51.45","5.7","13.6","Medium"
2022-03-10,"Arenac County","73.91","4.2","5.8","Low"
2022-03-10,"Baraga County","85.27","2.8","4.3","Low"
2022-03-10,"Barry County","51.99","6.9","2.6","Low"
2022-03-10,"Bay County","58.18","4.2","5.8","Low"
2022-03-10,"Benzie County","33.77","5.7","13.6","Medium"
2022-03-10,"Berrien County","44.33","6.7","4.6","Low"
2022-03-10,"Branch County","50.55","4.1","4.9","Low"
2022-03-10,"Calhoun County","65.59","6.9","2.6","Low"
2022-03-10,"Cass County","27.03","6.7","4.6","Low"
2022-03-10,"Charlevoix County","42.08","3.9","3.8","Low"
2022-03-10,"Cheboygan County","75.17","3.9","3.8","Low"
2022-03-10,"Chippewa County","91.03","3.9","3.8","Low"
2022-03-10,"Clare County","77.54","2.9","6.7","Low"
2022-03-10,"Clinton County","135.69","7.7","8.7","Low"
2022-03-10,"Crawford County","92.67","4.9","17.5","Medium"
2022-03-10,"Delta County","41.92","3.3","7.9","Low"
2022-03-10,"Dickinson County","59.43","4.7","4.8","Low"
2022-03-10,"Eaton County","77.08","7.7","8.7","Low"
2022-03-10,"Emmet County","62.85","3.9","3.8","Low"
2022-03-10,"Genesee County","49.04","4","6.3","Low"
2022-03-10,"Gladwin County","31.44","2.9","6.7","Low"
2022-03-10,"Gogebic County","42.93","4.2","2.2","Low"
2022-03-10,"Grand Traverse County","52.64","5.7","13.6","Medium"
2022-03-10,"Gratiot County","255.46","6.5","9.3","Medium"
2022-03-10,"Hillsdale County","39.47","4.1","4.9","Low"
2022-03-10,"Houghton County","44.84","2.8","4.3","Low"
2022-03-10,"Huron County","9.68","4.3","1.8","Low"
2022-03-10,"Ingham County","62.58","7.7","8.7","Low"
2022-03-10,"Ionia County","78.83","6.5","9.3","Low"
2022-03-10,"Iosco County","51.74","4.2","5.8","Low"
2022-03-10,"Iron County","63.26","4.7","4.8","Low"
2022-03-10,"Isabella County","31.49","2.9","6.7","Low"
2022-03-10,"Jackson County","41.64","4.1","4.9","Low"
2022-03-10,"Kalamazoo County","61.87","7.9","9.2","Low"
2022-03-10,"Kalkaska County","44.35","5.7","13.6","Medium"
2022-03-10,"Kent County","48.56","6.5","9.3","Low"
2022-03-10,"Keweenaw County","0","2.8","4.3","Low"
2022-03-10,"Lake County","67.49","5.2","4.8","Low"
2022-03-10,"Lapeer County","36.53","4","6.3","Low"
2022-03-10,"Leelanau County","45.95","5.7","13.6","Medium"
2022-03-10,"Lenawee County","59.93","4.1","4.9","Low"
2022-03-10,"Livingston County","60.94","3.3","7.2","Low"
2022-03-10,"Luce County","64.22","3.3","7.9","Low"
2022-03-10,"Mackinac County","64.82","3.9","3.8","Low"
2022-03-10,"Macomb County","108.81","3.3","7.2","Low"
2022-03-10,"Manistee County","32.58","5.7","13.6","Medium"
2022-03-10,"Marquette County","68.97","3.3","7.9","Low"
2022-03-10,"Mason County","92.64","8.2","9.7","Low"
2022-03-10,"Mecosta County","57.53","6.5","9.3","Low"
2022-03-10,"Menominee County","79.02","4.7","4.8","Low"
2022-03-10,"Midland County","45.7","2.9","6.7","Low"
2022-03-10,"Missaukee County","6.61","5.2","4.8","Low"
2022-03-10,"Monroe County","53.82","4.5","7.2","Low"
2022-03-10,"Montcalm County","51.65","6.5","9.3","Low"
2022-03-10,"Montmorency County","64.32","18.6","13.2","High"
2022-03-10,"Muskegon County","42.06","8.2","9.7","Low"
2022-03-10,"Newaygo County","42.87","8.2","9.7","Low"
2022-03-10,"Oakland County","62.42","3.3","7.2","Low"
2022-03-10,"Oceana County","124.68","8.2","9.7","Low"
2022-03-10,"Ogemaw County","9.53","4.2","5.8","Low"
2022-03-10,"Ontonagon County","0","4.2","2.2","Low"
2022-03-10,"Osceola County","51.15","5.2","4.8","Low"
2022-03-10,"Oscoda County","36.4","4.2","5.8","Low"
2022-03-10,"Otsego County","93.24","4.9","17.5","Medium"
2022-03-10,"Ottawa County","47.29","5.5","1.7","Low"
2022-03-10,"Presque Isle County","0","18.6","13.2","High"
2022-03-10,"Roscommon County","41.63","4.9","17.5","Medium"
2022-03-10,"Saginaw County","38.84","4.3","1.8","Low"
2022-03-10,"St. Clair County","68.5","3.3","25.5","High"
2022-03-10,"St. Joseph County","36.09","7.9","9.2","Low"
2022-03-10,"Sanilac County","43.72","3.3","25.5","High"
2022-03-10,"Schoolcraft County","24.71","3.3","7.9","Low"
2022-03-10,"Shiawassee County","66.06","7.7","8.7","Low"
2022-03-10,"Tuscola County","9.57","4.3","1.8","Low"
2022-03-10,"Van Buren County","44.93","6.7","4.6","Low"
2022-03-10,"Washtenaw County","87.59","3.3","7.2","Low"
2022-03-10,"Wayne County","55.68","3.3","7.2","Low"
2022-03-10,"Wexford County","35.68","5.2","4.8","Low"
2022-03-03,"Alcona County","76.89","13.1","11.5","Medium"
2022-03-03,"Alger County","109.79","4.1","14.3","Medium"
2022-03-03,"Allegan County","85.53","6.9","1.2","Low"
2022-03-03,"Alpena County","172.5","13.1","11.5","Medium"
2022-03-03,"Antrim County","85.75","7.6","16.6","Medium"
2022-03-03,"Arenac County","114.22","6.6","11.6","Medium"
2022-03-03,"Baraga County","85.27","3.8","10.9","Medium"
2022-03-03,"Barry County","112.1","10.6","9.2","Medium"
2022-03-03,"Bay County","103.76","6.6","11.6","Medium"
2022-03-03,"Benzie County","61.92","7.6","16.6","Medium"
2022-03-03,"Berrien County","51.5","11.7","9.3","Medium"
2022-03-03,"Branch County","73.53","6.3","8.7","Low"
2022-03-03,"Calhoun County","181.13","10.6","9.2","Medium"
2022-03-03,"Cass County","52.14","11.7","9.3","Medium"
2022-03-03,"Charlevoix County","76.5","5.8","6","Low"
2022-03-03,"Cheboygan County","63.3","5.8","6","Low"
2022-03-03,"Chippewa County","208.84","5.8","6","Medium"
2022-03-03,"Clare County","96.93","4.7","7.6","Low"
2022-03-03,"Clinton County","258.81","11.9","10.4","High"
2022-03-03,"Crawford County","121.18","2.4","6.4","Low"
2022-03-03,"Delta County","89.43","4.1","14.3","Medium"
2022-03-03,"Dickinson County","67.36","5.8","9.6","Low"
2022-03-03,"Eaton County","252.11","11.9","10.4","High"
2022-03-03,"Emmet County","65.84","5.8","6","Low"
2022-03-03,"Genesee County","118.28","5.2","5.3","Low"
2022-03-03,"Gladwin County","78.59","4.7","7.6","Low"
2022-03-03,"Gogebic County","78.71","5.9","23.9","High"
2022-03-03,"Grand Traverse County","100.98","7.6","16.6","Medium"
2022-03-03,"Gratiot County","49.13","8.5","10","Medium"
2022-03-03,"Hillsdale County","61.4","6.3","8.7","Low"
2022-03-03,"Houghton County","78.47","3.8","10.9","Medium"
2022-03-03,"Huron County","38.73","7.3","4","Low"
2022-03-03,"Ingham County","137.14","11.9","10.4","Medium"
2022-03-03,"Ionia County","97.38","8.5","10","Medium"
2022-03-03,"Iosco County","87.56","6.6","11.6","Medium"
2022-03-03,"Iron County","90.37","5.8","9.6","Low"
2022-03-03,"Isabella County","65.83","4.7","7.6","Low"
2022-03-03,"Jackson County","62.46","6.3","8.7","Low"
2022-03-03,"Kalamazoo County","307.09","9.6","9.8","Medium"
2022-03-03,"Kalkaska County","88.7","7.6","16.6","Medium"
2022-03-03,"Kent County","173.53","8.5","10","Medium"
2022-03-03,"Keweenaw County","47.26","3.8","10.9","Medium"
2022-03-03,"Lake County","92.8","7.9","3.6","Low"
2022-03-03,"Lapeer County","79.9","5.2","5.3","Low"
2022-03-03,"Leelanau County","91.91","7.6","16.6","Medium"
2022-03-03,"Lenawee County","82.27","6.3","8.7","Low"
2022-03-03,"Livingston County","120.32","4.3","7.8","Low"
2022-03-03,"Luce County","240.81","4.1","14.3","High"
2022-03-03,"Mackinac County","138.9","5.8","6","Low"
2022-03-03,"Macomb County","155.84","4.3","7.8","Low"
2022-03-03,"Manistee County","150.66","7.6","16.6","Medium"
2022-03-03,"Marquette County","100.45","4.1","14.3","Medium"
2022-03-03,"Mason County","250.48","9.4","11.9","High"
2022-03-03,"Mecosta County","82.85","8.5","10","Medium"
2022-03-03,"Menominee County","92.19","5.8","9.6","Low"
2022-03-03,"Midland County","101.01","4.7","7.6","Low"
2022-03-03,"Missaukee County","105.83","7.9","3.6","Low"
2022-03-03,"Monroe County","72.43","6.6","12.2","Medium"
2022-03-03,"Montcalm County","64.17","8.5","10","Medium"
2022-03-03,"Montmorency County","53.6","13.1","11.5","Medium"
2022-03-03,"Muskegon County","84.69","9.4","11.9","Medium"
2022-03-03,"Newaygo County","126.58","9.4","11.9","Medium"
2022-03-03,"Oakland County","109.81","4.3","7.8","Low"
2022-03-03,"Oceana County","90.68","9.4","11.9","Medium"
2022-03-03,"Ogemaw County","80.96","6.6","11.6","Medium"
2022-03-03,"Ontonagon County","69.93","5.9","23.9","High"
2022-03-03,"Osceola County","102.3","7.9","3.6","Low"
2022-03-03,"Oscoda County","12.13","6.6","11.6","Medium"
2022-03-03,"Otsego County","149.99","2.4","6.4","Low"
2022-03-03,"Ottawa County","97.32","6.9","1.2","Low"
2022-03-03,"Presque Isle County","31.77","13.1","11.5","Medium"
2022-03-03,"Roscommon County","87.43","2.4","6.4","Low"
2022-03-03,"Saginaw County","170.04","7.3","4","Low"
2022-03-03,"St. Clair County","74.78","5.9","33.5","High"
2022-03-03,"St. Joseph County","57.41","9.6","9.8","Low"
2022-03-03,"Sanilac County","63.15","5.9","33.5","High"
2022-03-03,"Schoolcraft County","148.26","4.1","14.3","Medium"
2022-03-03,"Shiawassee County","121.84","11.9","10.4","Medium"
2022-03-03,"Tuscola County","88.05","7.3","4","Low"
2022-03-03,"Van Buren County","140.07","11.7","9.3","Medium"
2022-03-03,"Washtenaw County","226.06","4.3","7.8","Medium"
2022-03-03,"Wayne County","119.93","4.3","7.8","Low"
2022-03-03,"Wexford County","115.96","7.9","3.6","Low"
2022-02-24,"Baraga County","158.36","2.4","0","Low"
2022-02-24,"Alcona County","182.6","11.6","11.5","Medium"
2022-02-24,"Alger County","87.83","7","15.1","Medium"
2022-02-24,"Allegan County","121.1","9.8","3.4","Low"
2022-02-24,"Alpena County","235.87","11.6","11.5","High"
2022-02-24,"Antrim County","132.91","8.6","16.1","Medium"
2022-02-24,"Arenac County","127.66","8.1","21.5","High"
2022-02-24,"Barry County","90.98","13","15.3","Medium"
2022-02-24,"Bay County","146.42","8.1","21.5","High"
2022-02-24,"Benzie County","73.17","8.6","16.1","Medium"
2022-02-24,"Berrien County","76.27","16.3","15.3","High"
2022-02-24,"Branch County","103.41","8.4","11.8","Medium"
